# ITO - d=165.00nm, RMS=0.089128
# λ(nm)  T_exp  T_calc  Residual
8.280000e+02 8.260000e-01 9.363004e-01 1.103004e-01
8.290000e+02 8.259000e-01 9.355652e-01 1.096652e-01
8.300000e+02 8.258000e-01 9.348307e-01 1.090307e-01
8.310000e+02 8.256000e-01 9.340973e-01 1.084973e-01
8.320000e+02 8.254000e-01 9.333653e-01 1.079653e-01
8.330000e+02 8.253000e-01 9.326352e-01 1.073352e-01
8.340000e+02 8.252000e-01 9.319072e-01 1.067072e-01
8.350000e+02 8.251000e-01 9.311817e-01 1.060817e-01
8.360000e+02 8.250000e-01 9.304590e-01 1.054590e-01
8.370000e+02 8.249000e-01 9.297394e-01 1.048394e-01
8.380000e+02 8.247000e-01 9.290233e-01 1.043233e-01
8.390000e+02 8.246000e-01 9.283110e-01 1.037110e-01
8.400000e+02 8.245000e-01 9.276029e-01 1.031029e-01
8.410000e+02 8.244000e-01 9.268991e-01 1.024991e-01
8.420000e+02 8.243000e-01 9.262001e-01 1.019001e-01
8.430000e+02 8.243000e-01 9.255062e-01 1.012062e-01
8.440000e+02 8.243000e-01 9.248177e-01 1.005177e-01
8.450000e+02 8.242000e-01 9.241348e-01 9.993481e-02
8.460000e+02 8.241000e-01 9.234579e-01 9.935792e-02
8.470000e+02 8.240000e-01 9.227873e-01 9.878732e-02
8.480000e+02 8.240000e-01 9.221233e-01 9.812329e-02
8.490000e+02 8.239000e-01 9.214661e-01 9.756614e-02
8.500000e+02 8.238000e-01 9.208162e-01 9.701615e-02
8.510000e+02 8.238000e-01 9.201702e-01 9.637016e-02
8.520000e+02 8.236000e-01 9.195248e-01 9.592484e-02
8.530000e+02 8.234000e-01 9.188803e-01 9.548032e-02
8.540000e+02 8.233000e-01 9.182367e-01 9.493668e-02
8.550000e+02 8.233000e-01 9.175940e-01 9.429402e-02
8.560000e+02 8.231000e-01 9.169524e-01 9.385242e-02
8.570000e+02 8.230000e-01 9.163120e-01 9.331200e-02
8.580000e+02 8.229000e-01 9.156728e-01 9.277283e-02
8.590000e+02 8.227000e-01 9.150350e-01 9.233501e-02
8.600000e+02 8.226000e-01 9.143986e-01 9.179862e-02
8.610000e+02 8.225000e-01 9.137637e-01 9.126375e-02
8.620000e+02 8.223000e-01 9.131305e-01 9.083048e-02
8.630000e+02 8.221000e-01 9.124989e-01 9.039889e-02
8.640000e+02 8.220000e-01 9.118691e-01 8.986908e-02
8.650000e+02 8.220000e-01 9.112411e-01 8.924110e-02
8.660000e+02 8.219000e-01 9.106151e-01 8.871506e-02
8.670000e+02 8.219000e-01 9.099910e-01 8.809101e-02
8.680000e+02 8.218000e-01 9.093690e-01 8.756904e-02
8.690000e+02 8.217000e-01 9.087492e-01 8.704922e-02
8.700000e+02 8.216000e-01 9.081316e-01 8.653162e-02
8.710000e+02 8.216000e-01 9.075163e-01 8.591631e-02
8.720000e+02 8.215000e-01 9.069034e-01 8.540336e-02
8.730000e+02 8.214000e-01 9.062928e-01 8.489284e-02
8.740000e+02 8.213000e-01 9.056848e-01 8.438482e-02
8.750000e+02 8.212000e-01 9.050794e-01 8.387936e-02
8.760000e+02 8.212000e-01 9.044765e-01 8.327652e-02
8.770000e+02 8.211000e-01 9.038764e-01 8.277637e-02
8.780000e+02 8.210000e-01 9.032790e-01 8.227896e-02
8.790000e+02 8.209000e-01 9.026844e-01 8.178436e-02
8.800000e+02 8.208000e-01 9.020926e-01 8.129263e-02
8.810000e+02 8.207000e-01 9.015038e-01 8.080382e-02
8.820000e+02 8.207000e-01 9.009180e-01 8.021799e-02
8.830000e+02 8.206000e-01 9.003352e-01 7.973519e-02
8.840000e+02 8.205000e-01 8.997555e-01 7.925548e-02
8.850000e+02 8.204000e-01 8.991789e-01 7.877891e-02
8.860000e+02 8.203000e-01 8.986055e-01 7.830553e-02
8.870000e+02 8.202000e-01 8.980354e-01 7.783538e-02
8.880000e+02 8.202000e-01 8.974685e-01 7.726853e-02
8.890000e+02 8.201000e-01 8.969050e-01 7.680502e-02
8.900000e+02 8.200000e-01 8.963449e-01 7.634489e-02
8.910000e+02 8.199000e-01 8.957882e-01 7.588819e-02
8.920000e+02 8.198000e-01 8.952350e-01 7.543496e-02
8.930000e+02 8.197000e-01 8.946853e-01 7.498525e-02
8.940000e+02 8.196000e-01 8.941391e-01 7.453910e-02
8.950000e+02 8.195000e-01 8.935966e-01 7.409655e-02
8.960000e+02 8.195000e-01 8.930576e-01 7.355765e-02
8.970000e+02 8.194000e-01 8.925224e-01 7.312242e-02
8.980000e+02 8.193000e-01 8.919909e-01 7.269092e-02
8.990000e+02 8.192000e-01 8.914632e-01 7.226317e-02
9.000000e+02 8.191000e-01 8.909392e-01 7.183921e-02
9.010000e+02 8.191000e-01 8.904175e-01 7.131750e-02
9.020000e+02 8.190000e-01 8.898966e-01 7.089662e-02
9.030000e+02 8.189000e-01 8.893769e-01 7.047686e-02
9.040000e+02 8.188000e-01 8.888585e-01 7.005850e-02
9.050000e+02 8.187000e-01 8.883418e-01 6.964179e-02
9.060000e+02 8.187000e-01 8.878270e-01 6.912701e-02
9.070000e+02 8.186000e-01 8.873144e-01 6.871442e-02
9.080000e+02 8.185000e-01 8.868043e-01 6.830428e-02
9.090000e+02 8.184000e-01 8.862968e-01 6.789685e-02
9.100000e+02 8.183000e-01 8.857924e-01 6.749239e-02
9.110000e+02 8.182000e-01 8.852911e-01 6.709115e-02
9.120000e+02 8.182000e-01 8.847934e-01 6.659338e-02
9.130000e+02 8.181000e-01 8.842993e-01 6.619933e-02
9.140000e+02 8.180000e-01 8.838092e-01 6.580924e-02
9.150000e+02 8.179000e-01 8.833234e-01 6.542337e-02
9.160000e+02 8.178000e-01 8.828419e-01 6.504194e-02
9.170000e+02 8.177000e-01 8.823652e-01 6.466521e-02
9.180000e+02 8.176000e-01 8.818934e-01 6.429340e-02
9.190000e+02 8.175000e-01 8.814268e-01 6.392675e-02
9.200000e+02 8.174000e-01 8.809655e-01 6.356549e-02
9.210000e+02 8.173000e-01 8.805099e-01 6.320986e-02
9.220000e+02 8.172000e-01 8.800601e-01 6.286007e-02
9.230000e+02 8.171000e-01 8.796164e-01 6.251637e-02
9.240000e+02 8.170000e-01 8.791790e-01 6.217895e-02
9.250000e+02 8.169000e-01 8.787481e-01 6.184806e-02
9.260000e+02 8.168000e-01 8.783218e-01 6.152176e-02
9.270000e+02 8.167000e-01 8.778980e-01 6.119805e-02
9.280000e+02 8.166000e-01 8.774771e-01 6.087710e-02
9.290000e+02 8.165000e-01 8.770591e-01 6.055905e-02
9.300000e+02 8.164000e-01 8.766441e-01 6.024406e-02
9.310000e+02 8.163000e-01 8.762323e-01 5.993225e-02
9.320000e+02 8.161000e-01 8.758238e-01 5.972377e-02
9.330000e+02 8.160000e-01 8.754187e-01 5.941875e-02
9.340000e+02 8.159000e-01 8.750173e-01 5.911731e-02
9.350000e+02 8.158000e-01 8.746196e-01 5.881957e-02
9.360000e+02 8.156000e-01 8.742256e-01 5.862565e-02
9.370000e+02 8.155000e-01 8.738357e-01 5.833566e-02
9.380000e+02 8.154000e-01 8.734497e-01 5.804972e-02
9.390000e+02 8.153000e-01 8.730679e-01 5.776791e-02
9.400000e+02 8.151000e-01 8.726904e-01 5.759036e-02
9.410000e+02 8.150000e-01 8.723171e-01 5.731714e-02
9.420000e+02 8.148000e-01 8.719484e-01 5.714835e-02
9.430000e+02 8.147000e-01 8.715841e-01 5.688408e-02
9.440000e+02 8.146000e-01 8.712244e-01 5.662441e-02
9.450000e+02 8.144000e-01 8.708694e-01 5.646943e-02
9.460000e+02 8.143000e-01 8.705192e-01 5.621919e-02
9.470000e+02 8.141000e-01 8.701738e-01 5.607379e-02
9.480000e+02 8.140000e-01 8.698333e-01 5.583329e-02
9.490000e+02 8.138000e-01 8.694977e-01 5.569774e-02
9.500000e+02 8.137000e-01 8.691672e-01 5.546722e-02
9.510000e+02 8.135000e-01 8.688415e-01 5.534149e-02
9.520000e+02 8.134000e-01 8.685201e-01 5.512009e-02
9.530000e+02 8.132000e-01 8.682027e-01 5.500271e-02
9.540000e+02 8.130000e-01 8.678891e-01 5.488905e-02
9.550000e+02 8.129000e-01 8.675788e-01 5.467882e-02
9.560000e+02 8.127000e-01 8.672717e-01 5.457171e-02
9.570000e+02 8.125000e-01 8.669674e-01 5.446743e-02
9.580000e+02 8.124000e-01 8.666657e-01 5.426570e-02
9.590000e+02 8.122000e-01 8.663662e-01 5.416620e-02
9.600000e+02 8.120000e-01 8.660687e-01 5.406867e-02
9.610000e+02 8.118000e-01 8.657728e-01 5.397281e-02
9.620000e+02 8.117000e-01 8.654783e-01 5.377834e-02
9.630000e+02 8.115000e-01 8.651850e-01 5.368496e-02
9.640000e+02 8.113000e-01 8.648924e-01 5.359242e-02
9.650000e+02 8.111000e-01 8.646004e-01 5.350041e-02
9.660000e+02 8.109000e-01 8.643087e-01 5.340867e-02
9.670000e+02 8.108000e-01 8.640169e-01 5.321692e-02
9.680000e+02 8.106000e-01 8.637249e-01 5.312488e-02
9.690000e+02 8.104000e-01 8.634323e-01 5.303229e-02
9.700000e+02 8.102000e-01 8.631389e-01 5.293887e-02
9.710000e+02 8.100000e-01 8.628444e-01 5.284435e-02
9.720000e+02 8.098000e-01 8.625485e-01 5.274847e-02
9.730000e+02 8.096000e-01 8.622510e-01 5.265097e-02
9.740000e+02 8.093000e-01 8.619516e-01 5.265157e-02
9.750000e+02 8.091000e-01 8.616500e-01 5.255002e-02
9.760000e+02 8.089000e-01 8.613389e-01 5.243890e-02
9.770000e+02 8.087000e-01 8.610113e-01 5.231126e-02
9.780000e+02 8.085000e-01 8.606676e-01 5.216758e-02
9.790000e+02 8.082000e-01 8.603084e-01 5.210836e-02
9.800000e+02 8.080000e-01 8.599341e-01 5.193414e-02
9.810000e+02 8.078000e-01 8.595455e-01 5.174546e-02
9.820000e+02 8.075000e-01 8.591429e-01 5.164287e-02
9.830000e+02 8.073000e-01 8.587270e-01 5.142695e-02
9.840000e+02 8.071000e-01 8.582983e-01 5.119831e-02
9.850000e+02 8.068000e-01 8.578575e-01 5.105755e-02
9.860000e+02 8.066000e-01 8.574053e-01 5.080528e-02
9.870000e+02 8.063000e-01 8.569421e-01 5.064215e-02
9.880000e+02 8.061000e-01 8.564688e-01 5.036878e-02
9.890000e+02 8.058000e-01 8.559858e-01 5.018584e-02
9.900000e+02 8.055000e-01 8.554940e-01 4.999398e-02
9.910000e+02 8.053000e-01 8.549939e-01 4.969387e-02
9.920000e+02 8.050000e-01 8.544862e-01 4.948618e-02
9.930000e+02 8.047000e-01 8.539716e-01 4.927159e-02
9.940000e+02 8.045000e-01 8.534508e-01 4.895079e-02
9.950000e+02 8.042000e-01 8.529245e-01 4.872446e-02
9.960000e+02 8.039000e-01 8.523933e-01 4.849329e-02
9.970000e+02 8.036000e-01 8.518580e-01 4.825799e-02
9.980000e+02 8.033000e-01 8.513193e-01 4.801926e-02
9.990000e+02 8.030000e-01 8.507778e-01 4.777778e-02
1.000000e+03 8.028000e-01 8.502343e-01 4.743428e-02
