2000.000000	16.469318
1999.000000	16.495580
1998.000000	16.514936
1997.000000	16.544163
1996.000000	16.566295
1995.000000	16.588047
1994.000000	16.612345
1993.000000	16.635692
1992.000000	16.661236
1991.000000	16.681240
1990.000000	16.709546
1989.000000	16.733602
1988.000000	16.759829
1987.000000	16.782229
1986.000000	16.805795
1985.000000	16.831869
1984.000000	16.856940
1983.000000	16.876714
1982.000000	16.903317
1981.000000	16.926643
1980.000000	16.950838
1979.000000	16.975770
1978.000000	17.001356
1977.000000	17.029043
1976.000000	17.053833
1975.000000	17.080369
1974.000000	17.104016
1973.000000	17.125984
1972.000000	17.152027
1971.000000	17.176692
1970.000000	17.200072
1969.000000	17.226218
1968.000000	17.251832
1967.000000	17.280972
1966.000000	17.305234
1965.000000	17.329434
1964.000000	17.356251
1963.000000	17.381630
1962.000000	17.405915
1961.000000	17.431704
1960.000000	17.456677
1959.000000	17.477507
1958.000000	17.504209
1957.000000	17.531855
1956.000000	17.559597
1955.000000	17.583032
1954.000000	17.610351
1953.000000	17.636750
1952.000000	17.662318
1951.000000	17.688684
1950.000000	17.716411
1949.000000	17.743115
1948.000000	17.765703
1947.000000	17.791913
1946.000000	17.820717
1945.000000	17.846269
1944.000000	17.876010
1943.000000	17.900532
1942.000000	17.924548
1941.000000	17.951935
1940.000000	17.977855
1939.000000	18.006106
1938.000000	18.030911
1937.000000	18.060840
1936.000000	18.089332
1935.000000	18.116264
1934.000000	18.142628
1933.000000	18.171676
1932.000000	18.198957
1931.000000	18.227686
1930.000000	18.258150
1929.000000	18.289522
1928.000000	18.316465
1927.000000	18.344492
1926.000000	18.379167
1925.000000	18.409693
1924.000000	18.436522
1923.000000	18.463261
1922.000000	18.491045
1921.000000	18.524770
1920.000000	18.553771
1919.000000	18.581777
1918.000000	18.607837
1917.000000	18.631321
1916.000000	18.659498
1915.000000	18.685757
1914.000000	18.711736
1913.000000	18.741174
1912.000000	18.768140
1911.000000	18.793354
1910.000000	18.822514
1909.000000	18.850302
1908.000000	18.880391
1907.000000	18.913062
1906.000000	18.947243
1905.000000	18.978243
1904.000000	19.005194
1903.000000	19.033676
1902.000000	19.065030
1901.000000	19.096655
1900.000000	19.126869
1899.000000	19.156338
1898.000000	19.184699
1897.000000	19.212823
1896.000000	19.241423
1895.000000	19.272982
1894.000000	19.304234
1893.000000	19.333811
1892.000000	19.361732
1891.000000	19.390691
1890.000000	19.420880
1889.000000	19.450750
1888.000000	19.481063
1887.000000	19.511811
1886.000000	19.540484
1885.000000	19.567405
1884.000000	19.595081
1883.000000	19.625317
1882.000000	19.653611
1881.000000	19.682456
1880.000000	19.710274
1879.000000	19.741557
1878.000000	19.772523
1877.000000	19.799097
1876.000000	19.826880
1875.000000	19.856878
1874.000000	19.886519
1873.000000	19.917123
1872.000000	19.950289
1871.000000	19.987439
1870.000000	20.025948
1869.000000	20.063739
1868.000000	20.099356
1867.000000	20.132774
1866.000000	20.168129
1865.000000	20.204213
1864.000000	20.239396
1863.000000	20.272411
1862.000000	20.303793
1861.000000	20.336776
1860.000000	20.369509
1859.000000	20.401645
1858.000000	20.434316
1857.000000	20.465571
1856.000000	20.496840
1855.000000	20.528962
1854.000000	20.560438
1853.000000	20.592081
1852.000000	20.626309
1851.000000	20.664673
1850.000000	20.699533
1849.000000	20.732096
1848.000000	20.767240
1847.000000	20.801100
1846.000000	20.834314
1845.000000	20.866632
1844.000000	20.900332
1843.000000	20.935905
1842.000000	20.971670
1841.000000	21.007715
1840.000000	21.044177
1839.000000	21.081209
1838.000000	21.116930
1837.000000	21.153146
1836.000000	21.189101
1835.000000	21.226254
1834.000000	21.263244
1833.000000	21.302266
1832.000000	21.338967
1831.000000	21.371261
1830.000000	21.403903
1829.000000	21.438409
1828.000000	21.473266
1827.000000	21.508131
1826.000000	21.543422
1825.000000	21.576278
1824.000000	21.607948
1823.000000	21.641496
1822.000000	21.674310
1821.000000	21.704614
1820.000000	21.737082
1819.000000	21.772986
1818.000000	21.809048
1817.000000	21.844503
1816.000000	21.878917
1815.000000	21.916261
1814.000000	21.952553
1813.000000	21.989820
1812.000000	22.027690
1811.000000	22.062944
1810.000000	22.099072
1809.000000	22.137878
1808.000000	22.175512
1807.000000	22.212294
1806.000000	22.251279
1805.000000	22.290702
1804.000000	22.327228
1803.000000	22.364484
1802.000000	22.401246
1801.000000	22.436757
1800.000000	22.473504
1799.000000	22.510584
1798.000000	22.548577
1797.000000	22.587654
1796.000000	22.624688
1795.000000	22.657660
1794.000000	22.693066
1793.000000	22.730136
1792.000000	22.769064
1791.000000	22.806130
1790.000000	22.843652
1789.000000	22.882505
1788.000000	22.923157
1787.000000	22.960109
1786.000000	22.997132
1785.000000	23.034194
1784.000000	23.075098
1783.000000	23.113928
1782.000000	23.152642
1781.000000	23.189533
1780.000000	23.227341
1779.000000	23.268976
1778.000000	23.310950
1777.000000	23.352427
1776.000000	23.394236
1775.000000	23.435011
1774.000000	23.474845
1773.000000	23.515935
1772.000000	23.560543
1771.000000	23.600222
1770.000000	23.641828
1769.000000	23.680941
1768.000000	23.720303
1767.000000	23.761531
1766.000000	23.802418
1765.000000	23.846812
1764.000000	23.887539
1763.000000	23.925120
1762.000000	23.965162
1761.000000	24.009338
1760.000000	24.046985
1759.000000	24.088262
1758.000000	24.126599
1757.000000	24.173242
1756.000000	24.213373
1755.000000	24.250688
1754.000000	24.292552
1753.000000	24.335378
1752.000000	24.378111
1751.000000	24.417168
1750.000000	24.461773
1749.000000	24.503173
1748.000000	24.545474
1747.000000	24.586991
