ESTIMATED THICKNESSES

Thickness of film 1 = 161.00 nm

ESTIMATED INFLEXION POINTS

Inflexion point of the absorption coefficient of film 1 = 847.00 nm

ESTIMATED REFRACTIVE INDICES AND ABSORPTION COEFFICIENTS

Film 1

lambda                     n                          kappa
4.00000000000000000000e+02 2.11840806261184333437e+00 -1.41774934037569542988e-02
4.04026845637583903681e+02 2.11587705796601310837e+00 -1.35853209800266064300e-02
4.08053691275167807362e+02 2.11334605332018288237e+00 -1.29931485562962585611e-02
4.12080536912751654199e+02 2.11081504867435265638e+00 -1.24009761325659106923e-02
4.16107382550335557880e+02 2.10828404402852243038e+00 -1.18088037088355628235e-02
4.20134228187919461561e+02 2.10575303938269220438e+00 -1.12166312851052149546e-02
4.24161073825503365242e+02 2.10322203473686197839e+00 -1.06244588613748670858e-02
4.28187919463087268923e+02 2.10069103009103175239e+00 -1.00322864376445192169e-02
4.32214765100671115761e+02 2.09816002544520152640e+00 -9.44011401391417134810e-03
4.36241610738255019442e+02 2.09562902079937130040e+00 -8.84794159018382347925e-03
4.40268456375838923123e+02 2.09309801615354107440e+00 -8.25576916645347561041e-03
4.44295302013422826803e+02 2.09056701150771084841e+00 -7.66359674272312774157e-03
4.48322147651006730484e+02 2.08803600686188062241e+00 -7.07142431899277900537e-03
4.52348993288590577322e+02 2.08550500221605039641e+00 -6.47925189526243026916e-03
4.56375838926174481003e+02 2.08297399757022017042e+00 -5.88707947153208153296e-03
4.60402684563758384684e+02 2.08044299292438994442e+00 -5.29490704780173279675e-03
4.64429530201342288365e+02 2.07791198827855971842e+00 -4.70273462407138406055e-03
4.68456375838926192046e+02 2.07538098363272949243e+00 -4.11056220034103532435e-03
4.72483221476510038883e+02 2.07284997898689926643e+00 -3.57498867043499601176e-03
4.76510067114093999407e+02 2.07031897434106904043e+00 -3.03941514052895669917e-03
4.80536912751677846245e+02 2.06778796969523881444e+00 -2.58586354659582533591e-03
4.84563758389261749926e+02 2.06525696504940858844e+00 -2.13231195266269397265e-03
4.88590604026845653607e+02 2.06272596040357836245e+00 -1.71378117206139393702e-03
4.92617449664429557288e+02 2.06019495575774813645e+00 -1.39992672575070704888e-03
4.96644295302013460969e+02 2.05766395111191791045e+00 -1.08607227944002016073e-03
5.00671140939597307806e+02 2.05513294646608768446e+00 -7.72217833129333272590e-04
5.04697986577181211487e+02 2.05260194182025745846e+00 -4.58363386818646384446e-04
5.08724832214765115168e+02 2.05007093717442723246e+00 -1.44508940507959496302e-04
5.12751677852348962006e+02 2.04753993252859700647e+00 1.69345505802727391842e-04
5.16778523489932922530e+02 2.04500892788276678047e+00 4.83199952113414279986e-04
5.20805369127516769368e+02 2.04247792323693655447e+00 7.97054398424101168130e-04
5.24832214765100729892e+02 2.03994691859110632848e+00 1.11090884473478805627e-03
5.28859060402684576729e+02 2.03741591394527610248e+00 1.42476329104547494442e-03
5.32885906040268537254e+02 2.03488490929944587648e+00 1.73861773735616183256e-03
5.36912751677852384091e+02 2.03235390465361565049e+00 2.05247218366684872071e-03
5.40939597315436230929e+02 2.02982290000778542449e+00 2.36632662997753560885e-03
5.44966442953020077766e+02 2.02729189536195519850e+00 2.68018107628822249699e-03
5.48993288590604038291e+02 2.02476089071612497250e+00 2.99403552259890938514e-03
5.53020134228187998815e+02 2.02222988607029474650e+00 3.30788996890959627328e-03
5.57046979865771845652e+02 2.01969888142446452051e+00 3.62174441522028316143e-03
5.61073825503355692490e+02 2.01716787677863429451e+00 3.93559886153097004957e-03
5.65100671140939653014e+02 2.01463687213280406851e+00 4.24945330784165693772e-03
5.69127516778523499852e+02 2.01210586748697384252e+00 4.56330775415234382586e-03
5.73154362416107460376e+02 2.00957486284114361652e+00 4.87716220046303071400e-03
5.77181208053691307214e+02 2.00704385819531339052e+00 5.19101664677371760215e-03
5.81208053691275154051e+02 2.00451285354948316453e+00 5.50487109308440449029e-03
5.85234899328859114576e+02 2.00198184890365293853e+00 5.81872553939509137844e-03
5.89261744966442961413e+02 1.99945084425782271254e+00 6.13257998570577826658e-03
5.93288590604026921937e+02 1.99691983961199248654e+00 6.44643443201646515472e-03
5.97315436241610768775e+02 1.99438883496616226054e+00 6.76028887832715204287e-03
6.01342281879194615613e+02 1.99185783032033203455e+00 7.07414332463783893101e-03
6.05369127516778576137e+02 1.98932682567450180855e+00 7.38799777094852581916e-03
6.09395973154362422974e+02 1.98679582102867158255e+00 7.70185221725921270730e-03
6.13422818791946383499e+02 1.98426481638284135656e+00 8.01570666356989959545e-03
6.17449664429530230336e+02 1.98173381173701113056e+00 8.32956110988058648359e-03
6.21476510067114077174e+02 1.97920280709118090456e+00 8.64341555619127337173e-03
6.25503355704698037698e+02 1.97667180244535067857e+00 8.95727000250196025988e-03
6.29530201342281884536e+02 1.97414079779952045257e+00 9.27112444881264714802e-03
6.33557046979865845060e+02 1.97160979315369022657e+00 9.58497889512333403617e-03
6.37583892617449691897e+02 1.96907878850786000058e+00 9.89883334143402092431e-03
6.41610738255033538735e+02 1.96654778386202977458e+00 1.02126877877447078125e-02
6.45637583892617499259e+02 1.96401677921619954859e+00 1.05265422340553947006e-02
6.49664429530201346097e+02 1.96148577457036932259e+00 1.08403966803660815887e-02
6.53691275167785306621e+02 1.95904665696405611008e+00 1.11542511266767684769e-02
6.57718120805369153459e+02 1.95660753935774289758e+00 1.14681055729874553650e-02
6.61744966442953000296e+02 1.95416842175142968507e+00 1.17819600192981422532e-02
6.65771812080536960821e+02 1.95363725326694703810e+00 1.20958144656088291413e-02
6.69798657718120807658e+02 1.95310608478246439113e+00 1.24096689119195160295e-02
6.73825503355704768182e+02 1.95257491629798174415e+00 1.27235233582302029176e-02
6.77852348993288615020e+02 1.95204374853401629863e+00 1.30373778045408898058e-02
6.81879194630872461858e+02 1.95151258077005085312e+00 1.33512322508515766939e-02
6.85906040268456422382e+02 1.95098141300608540760e+00 1.36650866971622635820e-02
6.89932885906040269219e+02 1.95098141300608540760e+00 1.39789411434729504702e-02
6.93959731543624229744e+02 1.95098141300608540760e+00 1.42927955897836373583e-02
6.97986577181208076581e+02 1.95098141300608540760e+00 1.46066500360943242465e-02
7.02013422818791923419e+02 1.95098141300608540760e+00 1.48824051100231499051e-02
7.06040268456375883943e+02 1.95098141300608540760e+00 1.51581601839519755637e-02
7.10067114093959844467e+02 1.95098141300608540760e+00 1.53968090226435476431e-02
7.14093959731543691305e+02 1.95098141300608540760e+00 1.56354578613351197225e-02
7.18120805369127538142e+02 1.95098141300608540760e+00 1.58741067000266918019e-02
7.22147651006711384980e+02 1.95098141300608540760e+00 1.61127555387182638813e-02
7.26174496644295345504e+02 1.95098141300608540760e+00 1.63514043774098359607e-02
7.30201342281879306029e+02 1.95098141300608540760e+00 1.65900532161014080401e-02
7.34228187919463152866e+02 1.95098141300608540760e+00 1.68287020547929801195e-02
7.38255033557046999704e+02 1.95098141300608540760e+00 1.68810685019567183196e-02
7.42281879194630846541e+02 1.95098141300608540760e+00 1.69334349491204565197e-02
7.46308724832214807066e+02 1.95098141300608540760e+00 1.69858013962841947198e-02
7.50335570469798767590e+02 1.95098141300608540760e+00 1.70381678434479329198e-02
7.54362416107382614427e+02 1.95098141300608540760e+00 1.70905342906116711199e-02
7.58389261744966461265e+02 1.95098141300608540760e+00 1.71429007377754093200e-02
7.62416107382550308103e+02 1.95098141300608540760e+00 1.71952671849391475201e-02
7.66442953020134268627e+02 1.95098141300608540760e+00 1.70590124040946380934e-02
7.70469798657718229151e+02 1.95098141300608540760e+00 1.69227576232501286668e-02
7.74496644295302075989e+02 1.95098141300608540760e+00 1.67865028424056192402e-02
7.78523489932885922826e+02 1.95098141300608540760e+00 1.66502480615611098136e-02
7.82550335570469769664e+02 1.95098141300608540760e+00 1.65139932807166003870e-02
7.86577181208053730188e+02 1.95098141300608540760e+00 1.63777384998720909604e-02
7.90604026845637690712e+02 1.95098141300608540760e+00 1.62414837190275815337e-02
7.94630872483221537550e+02 1.95098141300608540760e+00 1.61052289381830721071e-02
7.98657718120805384387e+02 1.95098141300608540760e+00 1.58647942308543336842e-02
8.02684563758389231225e+02 1.95098141300608540760e+00 1.56243595235255952614e-02
8.06711409395973191749e+02 1.95098141300608540760e+00 1.53839248161968568385e-02
8.10738255033557152274e+02 1.95098141300608540760e+00 1.51425646233622739761e-02
8.14765100671140999111e+02 1.95098141300608540760e+00 1.49012044305276911138e-02
8.18791946308724845949e+02 1.95098141300608540760e+00 1.46598442376931082515e-02
8.22818791946308692786e+02 1.95098141300608540760e+00 1.44184840448585253891e-02
8.26845637583892653311e+02 1.95098141300608540760e+00 1.39155249550918999613e-02
8.30872483221476613835e+02 1.95098141300608540760e+00 1.34125658653252745334e-02
8.34899328859060460672e+02 1.95098141300608540760e+00 1.29096067755586491055e-02
8.38926174496644307510e+02 1.95098141300608540760e+00 1.24066476857920236776e-02
8.42953020134228154348e+02 1.95098141300608540760e+00 1.19036885960253982497e-02
8.46979865771812114872e+02 1.95098141300608540760e+00 1.14007295062587728218e-02
8.51006711409396075396e+02 1.95098141300608540760e+00 1.08977704164921473939e-02
8.55033557046979922234e+02 1.95098141300608540760e+00 1.03718200711529571351e-02
8.59060402684563769071e+02 1.95098141300608540760e+00 9.84586972581376687619e-03
8.63087248322147615909e+02 1.95098141300608540760e+00 9.31991938047457661731e-03
8.67114093959731576433e+02 1.95098141300608540760e+00 8.79396903513538635844e-03
8.71140939597315536957e+02 1.95098141300608540760e+00 8.26801868979619609956e-03
8.75167785234899383795e+02 1.95098141300608540760e+00 7.74206834445700670805e-03
8.79194630872483230632e+02 1.95098141300608540760e+00 7.21611799911781731653e-03
8.83221476510067191157e+02 1.95098141300608540760e+00 6.69016765377862792502e-03
8.87248322147651037994e+02 1.95098141300608540760e+00 6.16421730843943853351e-03
8.91275167785234998519e+02 1.95098141300608540760e+00 5.63826696310024914199e-03
8.95302013422818845356e+02 1.95098141300608540760e+00 5.11231661776105975048e-03
8.99328859060402692194e+02 1.95098141300608540760e+00 4.77149550991032202901e-03
9.03355704697986652718e+02 1.95098141300608540760e+00 4.43067440205958430754e-03
9.07382550335570499556e+02 1.95098141300608540760e+00 4.08985329420884658608e-03
9.11409395973154460080e+02 1.95098141300608540760e+00 3.74903218635810929829e-03
9.15436241610738306917e+02 1.95098141300608540760e+00 3.40821107850737201050e-03
9.19463087248322153755e+02 1.95098141300608540760e+00 3.06738997065663472272e-03
9.23489932885906114279e+02 1.95098141300608540760e+00 2.72656886280589743493e-03
9.27516778523489961117e+02 1.95098141300608540760e+00 2.38574775495516014714e-03
9.31543624161073921641e+02 1.95098141300608540760e+00 2.04492664710442285936e-03
9.35570469798657768479e+02 1.95098141300608540760e+00 1.70410553925368557157e-03
9.39597315436241615316e+02 1.95098141300608540760e+00 1.36328443140294850063e-03
9.43624161073825575841e+02 1.95098141300608540760e+00 1.02246332355221142968e-03
9.47651006711409422678e+02 1.95098141300608540760e+00 6.81642215701474358733e-04
9.51677852348993383202e+02 1.95098141300608540760e+00 3.40821107850737179366e-04
9.55704697986577230040e+02 1.95098141300608540760e+00 2.96779819482197008143e-25
9.59731543624161076877e+02 1.95098141300608540760e+00 2.96779819482197008143e-25
9.63758389261745037402e+02 1.95098141300608540760e+00 2.96779819482197008143e-25
9.67785234899328884239e+02 1.95098141300608540760e+00 2.96779819482197008143e-25
9.71812080536912844764e+02 1.95098141300608540760e+00 2.96779819482197008143e-25
9.75838926174496691601e+02 1.95098141300608540760e+00 2.96779819482197008143e-25
9.79865771812080538439e+02 1.95098141300608540760e+00 2.96779819482197008143e-25
9.83892617449664498963e+02 1.95098141300608540760e+00 2.96779819482197008143e-25
9.87919463087248345801e+02 1.95098141300608540760e+00 2.96779819482197008143e-25
9.91946308724832306325e+02 1.95098141300608540760e+00 2.96779819482197008143e-25
9.95973154362416153162e+02 1.95098141300608540760e+00 2.96779819482197008143e-25
1.00000000000000000000e+03 1.95098141300608540760e+00 2.96779819482197008143e-25


TRANSMITTANCE WITH THE ESTIMATED THICKNESSES AND OPTICAL PARAMETERS

lambda                     t
4.00000000000000000000e+02 8.44709685517142871980e-01
4.04026845637583903681e+02 8.32020361222940652013e-01
4.08053691275167807362e+02 8.20552311503366493817e-01
4.12080536912751654199e+02 8.10291632238952175271e-01
4.16107382550335557880e+02 8.01209199315952691478e-01
4.20134228187919461561e+02 7.93264991559172960578e-01
4.24161073825503365242e+02 7.86411466352670451840e-01
4.28187919463087268923e+02 7.80596147135073192835e-01
4.32214765100671115761e+02 7.75763571144041486072e-01
4.36241610738255019442e+02 7.71856728278733417170e-01
4.40268456375838923123e+02 7.68818102309159923102e-01
4.44295302013422826803e+02 7.66590406490668008210e-01
4.48322147651006730484e+02 7.65117088266247802331e-01
4.52348993288590577322e+02 7.64342662695140506735e-01
4.56375838926174481003e+02 7.64212921612285045470e-01
4.60402684563758384684e+02 7.64675055136058379190e-01
4.64429530201342288365e+02 7.65677713728768249979e-01
4.68456375838926192046e+02 7.67171032270955066679e-01
4.72483221476510038883e+02 7.69284029432894977951e-01
4.76510067114093999407e+02 7.71793705441347510643e-01
4.80536912751677846245e+02 7.74914252816719772987e-01
4.84563758389261749926e+02 7.78345358784630292348e-01
4.88590604026845653607e+02 7.82156978443052763872e-01
4.92617449664429557288e+02 7.86534566839111382031e-01
4.96644295302013460969e+02 7.91106428657038507346e-01
5.00671140939597307806e+02 7.95834653603867958616e-01
5.04697986577181211487e+02 8.00682568491364876628e-01
5.08724832214765115168e+02 8.05614812031907989720e-01
5.12751677852348962006e+02 8.10597416328975972633e-01
5.16778523489932922530e+02 8.15597892907816590657e-01
5.20805369127516769368e+02 8.20585320849983812508e-01
5.24832214765100729892e+02 8.25530434435615356747e-01
5.28859060402684576729e+02 8.30405707649494395639e-01
5.32885906040268537254e+02 8.35185432961606633029e-01
5.36912751677852384091e+02 8.39845791939377472879e-01
5.40939597315436230929e+02 8.44364915475791955046e-01
5.44966442953020077766e+02 8.48722931712080574940e-01
5.48993288590604038291e+02 8.52902000081716238356e-01
5.53020134228187998815e+02 8.56886330288928577126e-01
5.57046979865771845652e+02 8.60662185444493021969e-01
5.61073825503355692490e+02 8.64217868998477967146e-01
5.65100671140939653014e+02 8.67543695519317870080e-01
5.69127516778523499852e+02 8.70631945757196823443e-01
5.73154362416107460376e+02 8.73476806785409953804e-01
5.77181208053691307214e+02 8.76074298326219969013e-01
5.81208053691275154051e+02 8.78422186630330448232e-01
5.85234899328859114576e+02 8.80519887486525321130e-01
5.89261744966442961413e+02 8.82368360087872782849e-01
5.93288590604026921937e+02 8.83969993573300305556e-01
5.97315436241610768775e+02 8.85328488100414756623e-01
6.01342281879194615613e+02 8.86448732291366003899e-01
6.05369127516778576137e+02 8.87336678833785863496e-01
6.09395973154362422974e+02 8.87999219920021953811e-01
6.13422818791946383499e+02 8.88444064077273165658e-01
6.17449664429530230336e+02 8.88679615786311827286e-01
6.21476510067114077174e+02 8.88714859114606459123e-01
6.25503355704698037698e+02 8.88559246407967018300e-01
6.29530201342281884536e+02 8.88222592899588048176e-01
6.33557046979865845060e+02 8.87714977912293812246e-01
6.37583892617449691897e+02 8.87046653153571229566e-01
6.41610738255033538735e+02 8.86227958437446505791e-01
6.45637583892617499259e+02 8.85269245015277594923e-01
6.49664429530201346097e+02 8.84180806561202570215e-01
6.53691275167785306621e+02 8.82975547602143584491e-01
6.57718120805369153459e+02 8.81661925113759181727e-01
6.61744966442953000296e+02 8.80249486087690824476e-01
6.65771812080536960821e+02 8.78835864199319916068e-01
6.69798657718120807658e+02 8.77356660950979527769e-01
6.73825503355704768182e+02 8.75816892225721899123e-01
6.77852348993288615020e+02 8.74221438602889810987e-01
6.81879194630872461858e+02 8.72575035896236195221e-01
6.85906040268456422382e+02 8.70882267644036534016e-01
6.89932885906040269219e+02 8.69180163171181852100e-01
6.93959731543624229744e+02 8.67441373114205882544e-01
6.97986577181208076581e+02 8.65669359892315415372e-01
7.02013422818791923419e+02 8.63964267318024670139e-01
7.06040268456375883943e+02 8.62230278908371894353e-01
7.10067114093959844467e+02 8.60562673709167391678e-01
7.14093959731543691305e+02 8.58870190607501804436e-01
