ESTIMATED THICKNESSES

Thickness of film 1 = 159.00 nm

ESTIMATED INFLEXION POINTS

Inflexion point of the absorption coefficient of film 1 = 800.00 nm

ESTIMATED REFRACTIVE INDICES AND ABSORPTION COEFFICIENTS

Film 1

lambda                     n                          kappa
4.00000000000000000000e+02 2.11306424545814230953e+00 -1.75227598604883252897e-02
4.03260869565217376476e+02 2.11127260591236698417e+00 -1.68025228400728310341e-02
4.06521739130434809795e+02 2.10948096636659165881e+00 -1.60822858196573367784e-02
4.09782608695652186270e+02 2.10768932682081633345e+00 -1.53620487992418407880e-02
4.13043478260869562746e+02 2.10589768727504100809e+00 -1.46418117788263447976e-02
4.16304347826086939222e+02 2.10410604772926568273e+00 -1.39215747584108488072e-02
4.19565217391304372541e+02 2.10231440818349035737e+00 -1.32013377379953528168e-02
4.22826086956521749016e+02 2.10052276863771503201e+00 -1.24811007175798568264e-02
4.26086956521739125492e+02 2.09873112909193970665e+00 -1.17608636971643608360e-02
4.29347826086956501968e+02 2.09693948954616438130e+00 -1.10406266767488648456e-02
4.32608695652173935287e+02 2.09514785000038905594e+00 -1.03203896563333688552e-02
4.35869565217391311762e+02 2.09335621045461373058e+00 -9.60015263591787286479e-03
4.39130434782608688238e+02 2.09156457090883840522e+00 -8.87991561550237687439e-03
4.42391304347826064713e+02 2.08977293136306307986e+00 -8.15967859508688088399e-03
4.45652173913043498032e+02 2.08798129181728775450e+00 -7.43944157467138576095e-03
4.48913043478260874508e+02 2.08618965227151242914e+00 -6.71920455425589063791e-03
4.52173913043478250984e+02 2.08439801272573710378e+00 -5.99896753384039551488e-03
4.55434782608695627459e+02 2.08260637317996177842e+00 -5.27873051342490039184e-03
4.58695652173913060778e+02 2.08081473363418645306e+00 -4.55849349308204507963e-03
4.61956521739130437254e+02 2.07902309408841112770e+00 -3.83825647273919020111e-03
4.65217391304347813730e+02 2.07723145454263580234e+00 -3.30363988940868182759e-03
4.68478260869565247049e+02 2.07543981499686047698e+00 -2.76902330607817345406e-03
4.71739130434782623524e+02 2.07364817545108515162e+00 -2.23440672274766508054e-03
4.75000000000000000000e+02 2.07185653590530982626e+00 -1.78579499387776291161e-03
4.78260869565217376476e+02 2.07006489635953450090e+00 -1.33718326500786074268e-03
4.81521739130434752951e+02 2.06827325681375917554e+00 -8.88571536137958573748e-04
4.84782608695652186270e+02 2.06648161726798385018e+00 -5.24525211600361984839e-04
4.88043478260869562746e+02 2.06468997772220852482e+00 -1.60478887062765341719e-04
4.91304347826086939222e+02 2.06289833817643319946e+00 2.03567437474831328505e-04
4.94565217391304372541e+02 2.06110669863065787411e+00 5.67613762012427998729e-04
4.97826086956521749016e+02 2.05931505908488254875e+00 8.62021958649349931067e-04
5.01086956521739125492e+02 2.05752341953910722339e+00 1.15643015528627186340e-03
5.04347826086956501968e+02 2.05573177999333189803e+00 1.36711765467709611341e-03
5.07608695652173878443e+02 2.05394014044755657267e+00 1.57780515406792036341e-03
5.10869565217391311762e+02 2.05214850090178124731e+00 1.78849265345874461342e-03
5.14130434782608745081e+02 2.05035686135600592195e+00 1.99918015284955563615e-03
5.17391304347826121557e+02 2.04856522181023059659e+00 2.20986765224036665889e-03
5.20652173913043498032e+02 2.04677358226445527123e+00 2.42055515163117768163e-03
5.23913043478260874508e+02 2.04498194271867994587e+00 2.63124265102198870436e-03
5.27173913043478250984e+02 2.04319030317290462051e+00 2.84193015041279972710e-03
5.30434782608695627459e+02 2.04139866362712929515e+00 3.05261764980361074984e-03
5.33695652173913003935e+02 2.03960702408135396979e+00 3.26330514919442177257e-03
5.36956521739130494097e+02 2.03781538453557864443e+00 3.47399264858523279531e-03
5.40217391304347756886e+02 2.03602374498980331907e+00 3.68468014797604381805e-03
5.43478260869565247049e+02 2.03423210544402799371e+00 3.89536764736685484078e-03
5.46739130434782623524e+02 2.03244046589825266835e+00 4.10605514675766586352e-03
5.50000000000000000000e+02 2.03064882635247734299e+00 4.31674264614847688626e-03
5.53260869565217376476e+02 2.02885718680670201763e+00 4.52743014553928790900e-03
5.56521739130434752951e+02 2.02706554726092669227e+00 4.73811764493009893173e-03
5.59782608695652129427e+02 2.02527390771515136692e+00 4.94880514432090995447e-03
5.63043478260869505903e+02 2.02348226816937604156e+00 5.15949264371172097721e-03
5.66304347826086996065e+02 2.02169062862360071620e+00 5.37018014310253199994e-03
5.69565217391304372541e+02 2.01989898907782539084e+00 5.58086764249334302268e-03
5.72826086956521749016e+02 2.01810734953205006548e+00 5.79155514188415404542e-03
5.76086956521739125492e+02 2.01631570998627474012e+00 6.00224264127496506815e-03
5.79347826086956501968e+02 2.01452407044049941476e+00 6.21293014066577609089e-03
5.82608695652173878443e+02 2.01273243089472408940e+00 6.42361764005658711363e-03
5.85869565217391254919e+02 2.01094079134894876404e+00 6.63430513944739813637e-03
5.89130434782608745081e+02 2.00914915180317343868e+00 6.84499263883820915910e-03
5.92391304347826007870e+02 2.00735751225739811332e+00 7.05568013822902018184e-03
5.95652173913043498032e+02 2.00556587271162278796e+00 7.26636763761983120458e-03
5.98913043478260874508e+02 2.00377423316584746260e+00 7.47705513701064222731e-03
6.02173913043478250984e+02 2.00198259362007213724e+00 7.68774263640145325005e-03
6.05434782608695627459e+02 2.00019095407429681188e+00 7.89843013579226427279e-03
6.08695652173913003935e+02 1.99839931452852170857e+00 8.10911763518307529552e-03
6.11956521739130494097e+02 1.99660786400286904829e+00 8.31980513457388631826e-03
6.15217391304347756886e+02 1.99481641347721638802e+00 8.53049263396469734100e-03
6.18478260869565247049e+02 1.99302496295156372774e+00 8.74118013335550836373e-03
6.21739130434782623524e+02 1.99123351242591106747e+00 8.95186763274631938647e-03
6.25000000000000000000e+02 1.98944206190025840719e+00 9.16255513213713040921e-03
6.28260869565217376476e+02 1.98765061137460574692e+00 9.37324263152794143195e-03
6.31521739130434752951e+02 1.98585916084895308664e+00 9.58393013091875245468e-03
6.34782608695652129427e+02 1.98406771032330042637e+00 9.79461763030956347742e-03
6.38043478260869505903e+02 1.98227625979764776609e+00 1.00053051297003745002e-02
6.41304347826086996065e+02 1.98048480927199510582e+00 1.02159926290911855229e-02
6.44565217391304372541e+02 1.97869335874634244554e+00 1.04266801284819965456e-02
