ESTIMATED THICKNESSES

Thickness of film 1 = 170.00 nm

ESTIMATED INFLEXION POINTS

Inflexion point of the absorption coefficient of film 1 = 900.00 nm

ESTIMATED REFRACTIVE INDICES AND ABSORPTION COEFFICIENTS

Film 1

lambda                     n                          kappa
4.00000000000000000000e+02 1.99704095285151428385e+00 0.00000000000000000000e+00
4.03092783505154613977e+02 1.99690446834776436091e+00 0.00000000000000000000e+00
4.06185567010309284797e+02 1.99676798384401443798e+00 0.00000000000000000000e+00
4.09278350515463898773e+02 1.99663149934026495913e+00 0.00000000000000000000e+00
4.12371134020618569593e+02 1.99649501483651548028e+00 0.00000000000000000000e+00
4.15463917525773183570e+02 1.99635853033276600144e+00 0.00000000000000000000e+00
4.18556701030927854390e+02 1.99622204582901652259e+00 0.00000000000000000000e+00
4.21649484536082468367e+02 1.99608556132526704374e+00 0.00000000000000000000e+00
4.24742268041237139187e+02 1.99594907682151756489e+00 0.00000000000000000000e+00
4.27835051546391753163e+02 1.99581259231776808605e+00 0.00000000000000000000e+00
4.30927835051546367140e+02 1.99567610781401860720e+00 0.00000000000000000000e+00
4.34020618556701037960e+02 1.99553962331026912835e+00 0.00000000000000000000e+00
4.37113402061855651937e+02 1.99540313880651964951e+00 0.00000000000000000000e+00
4.40206185567010322757e+02 1.99526665430277017066e+00 0.00000000000000000000e+00
4.43298969072164936733e+02 1.99513016979902091386e+00 0.00000000000000000000e+00
4.46391752577319607553e+02 1.99499368529527165705e+00 0.00000000000000000000e+00
4.49484536082474221530e+02 1.99485720079152240025e+00 0.00000000000000000000e+00
4.52577319587628892350e+02 1.99472071628777314345e+00 0.00000000000000000000e+00
4.55670103092783506327e+02 1.99458423178402388665e+00 0.00000000000000000000e+00
4.58762886597938177147e+02 1.99444774728027507393e+00 0.00000000000000000000e+00
4.61855670103092791123e+02 1.99431126277652626122e+00 0.00000000000000000000e+00
4.64948453608247405100e+02 1.99417477827277744851e+00 0.00000000000000000000e+00
4.68041237113402075920e+02 1.99403829376902863579e+00 0.00000000000000000000e+00
4.71134020618556689897e+02 1.99390180926527982308e+00 0.00000000000000000000e+00
4.74226804123711360717e+02 1.99376532476153101037e+00 0.00000000000000000000e+00
4.77319587628865974693e+02 1.99362884025778219765e+00 0.00000000000000000000e+00
4.80412371134020645513e+02 1.99349235575403338494e+00 0.00000000000000000000e+00
4.83505154639175259490e+02 1.99335587125028457223e+00 0.00000000000000000000e+00
4.86597938144329873467e+02 1.99321938674653575951e+00 0.00000000000000000000e+00
4.89690721649484544287e+02 1.99308290224279049951e+00 0.00000000000000000000e+00
4.92783505154639158263e+02 1.99294641773904523951e+00 0.00000000000000000000e+00
4.95876288659793829083e+02 1.99280993323529997951e+00 0.00000000000000000000e+00
4.98969072164948443060e+02 1.99267344873155471952e+00 0.00000000000000000000e+00
5.02061855670103113880e+02 1.99253696422780945952e+00 0.00000000000000000000e+00
5.05154639175257727857e+02 1.99240047972410394550e+00 0.00000000000000000000e+00
5.08247422680412341833e+02 1.99226399522039843148e+00 0.00000000000000000000e+00
5.11340206185567012653e+02 1.99212751071669291747e+00 0.00000000000000000000e+00
5.14432989690721683473e+02 1.99199102621298740345e+00 0.00000000000000000000e+00
5.17525773195876354293e+02 1.99185454170928188944e+00 0.00000000000000000000e+00
5.20618556701030911427e+02 1.99171805720557637542e+00 0.00000000000000000000e+00
5.23711340206185582247e+02 1.99158157270212576861e+00 0.00000000000000000000e+00
5.26804123711340253067e+02 1.99144508819867516181e+00 0.00000000000000000000e+00
5.29896907216494810200e+02 1.99130860369522455500e+00 0.00000000000000000000e+00
5.32989690721649481020e+02 1.99117211919177394819e+00 0.00000000000000000000e+00
5.36082474226804151840e+02 1.99103563468832334138e+00 0.00000000000000000000e+00
5.39175257731958708973e+02 1.99089915018554841630e+00 0.00000000000000000000e+00
5.42268041237113379793e+02 1.99076266568277349123e+00 0.00000000000000000000e+00
5.45360824742268050613e+02 1.99062618117999856615e+00 0.00000000000000000000e+00
5.48453608247422721433e+02 1.99048969667722364107e+00 0.00000000000000000000e+00
5.51546391752577392253e+02 1.99035321217444871600e+00 0.00000000000000000000e+00
5.54639175257731949387e+02 1.99021672767284285577e+00 0.00000000000000000000e+00
5.57731958762886620207e+02 1.99008024317123699554e+00 0.00000000000000000000e+00
5.60824742268041291027e+02 1.98994375866963113531e+00 0.00000000000000000000e+00
5.63917525773195848160e+02 1.98980727416802527507e+00 0.00000000000000000000e+00
5.67010309278350518980e+02 1.98967078966641941484e+00 0.00000000000000000000e+00
5.70103092783505189800e+02 1.98953430516481355461e+00 0.00000000000000000000e+00
5.73195876288659746933e+02 1.98939782066456549714e+00 0.00000000000000000000e+00
5.76288659793814417753e+02 1.98926133616431743967e+00 0.00000000000000000000e+00
5.79381443298969088573e+02 1.98912485166406938220e+00 0.00000000000000000000e+00
5.82474226804123759393e+02 1.98898836716382132472e+00 0.00000000000000000000e+00
5.85567010309278316527e+02 1.98885188266357326725e+00 0.00000000000000000000e+00
5.88659793814432987347e+02 1.98871539816437126191e+00 0.00000000000000000000e+00
5.91752577319587658167e+02 1.98857891366516925657e+00 4.10770100046277224226e-04
5.94845360824742328987e+02 1.98844242916596725124e+00 9.00730438654971047457e-04
5.97938144329896886120e+02 1.98830594466676524590e+00 1.39069077726366487069e-03
6.01030927835051556940e+02 1.98816946016756324056e+00 1.88065111587235869392e-03
6.04123711340206227760e+02 1.98803297566894898729e+00 2.37061145448105251715e-03
6.07216494845360784893e+02 1.98789649117033473402e+00 2.86057179208677216098e-03
6.10309278350515455713e+02 1.98776000667172048075e+00 3.35053212969249180481e-03
6.13402061855670126533e+02 1.98762352217310622748e+00 3.84049246729821144863e-03
6.16494845360824683667e+02 1.98748703767449197422e+00 4.33045280490393109246e-03
6.19587628865979354487e+02 1.98735055317612241410e+00 4.82041314250965073629e-03
6.22680412371134025307e+02 1.98721406867775285399e+00 5.31037348011537038012e-03
6.25773195876288696127e+02 1.98707758417938329387e+00 5.80033381772109002394e-03
6.28865979381443366947e+02 1.98694109968101373376e+00 6.29029415532680966777e-03
6.31958762886597924080e+02 1.98680461518264417364e+00 6.78025449293252931160e-03
6.35051546391752594900e+02 1.98666813068427461353e+00 7.27021483053824895543e-03
6.38144329896907265720e+02 1.98653164618596056457e+00 7.76017516814396859925e-03
