ESTIMATED THICKNESSES

Thickness of film 1 = 165.00 nm

ESTIMATED INFLEXION POINTS

Inflexion point of the absorption coefficient of film 1 = 400.00 nm

ESTIMATED REFRACTIVE INDICES AND ABSORPTION COEFFICIENTS

Film 1

lambda                     n                          kappa
3.50000000000000000000e+02 2.72033053375895983450e+00 -6.05538311807681042809e-02
3.55033557046979865390e+02 2.58891848863054452323e+00 -4.96936783229341635937e-02
3.60067114093959730781e+02 2.55431806922643200863e+00 -3.88335254651002229065e-02
3.65100671140939596171e+02 2.51971764982231949404e+00 -2.79733726072662822193e-02
3.70134228187919461561e+02 2.48511723041820697944e+00 -1.71132197494323415321e-02
3.75167785234899326952e+02 2.45051681101409446484e+00 -6.25306689159840257963e-03
3.80201342281879192342e+02 2.41591639160998195024e+00 1.61495088703961231502e-03
3.85234899328859057732e+02 2.38131597220586943564e+00 9.48296866567762720968e-03
3.90268456375838923123e+02 2.34671555280175692104e+00 9.61991388171624592363e-03
3.95302013422818788513e+02 2.31211513339764440644e+00 9.75685909775486463757e-03
4.00335570469798653903e+02 2.27751471399353189184e+00 9.89380431379348335152e-03
4.05369127516778519293e+02 2.24291429458941937725e+00 9.89380431379348335152e-03
4.10402684563758384684e+02 2.20831387518530686265e+00 9.89380431379348335152e-03
4.15436241610738250074e+02 2.17371345578119434805e+00 9.89380431379348335152e-03
4.20469798657718115464e+02 2.13911303637708183345e+00 9.89380431379348335152e-03
4.25503355704697980855e+02 2.10451261697296931885e+00 9.89380431379348335152e-03
4.30536912751677846245e+02 2.06991219756885680425e+00 9.89380431379348335152e-03
4.35570469798657711635e+02 2.03531177816474428965e+00 9.89380431379348335152e-03
4.40604026845637577026e+02 2.00071135876063177506e+00 9.89380431379348335152e-03
4.45637583892617442416e+02 1.96611093935651903841e+00 9.89380431379348335152e-03
4.50671140939597307806e+02 1.96456077936657380612e+00 9.89380431379348335152e-03
4.55704697986577173197e+02 1.96301061937662857382e+00 9.89380431379348335152e-03
4.60738255033557038587e+02 1.96146045938668334152e+00 9.89380431379348335152e-03
4.65771812080536903977e+02 1.95991029939673810922e+00 9.89380431379348335152e-03
4.70805369127516769368e+02 1.95836013940679287693e+00 9.89380431379348335152e-03
4.75838926174496634758e+02 1.95680997941684764463e+00 9.89380431379348335152e-03
4.80872483221476500148e+02 1.95525981942690241233e+00 9.89380431379348335152e-03
4.85906040268456365538e+02 1.95370965943695718003e+00 9.89380431379348335152e-03
4.90939597315436230929e+02 1.95215949944701194774e+00 9.89380431379348335152e-03
4.95973154362416096319e+02 1.95060933945706671544e+00 9.89380431379348335152e-03
5.01006711409395961709e+02 1.94905917946712148314e+00 9.89380431379348335152e-03
5.06040268456375827100e+02 1.94750901947717625085e+00 9.89380431379348335152e-03
5.11073825503355692490e+02 1.94595885948723101855e+00 9.89380431379348335152e-03
5.16107382550335614724e+02 1.94440869949728578625e+00 9.89380431379348335152e-03
5.21140939597315423271e+02 1.94285853950734055395e+00 9.89380431379348335152e-03
5.26174496644295231818e+02 1.94130837951739532166e+00 9.89380431379348335152e-03
5.31208053691275154051e+02 1.93975821952745008936e+00 9.89380431379348335152e-03
5.36241610738255076285e+02 1.93820805953750485706e+00 9.89380431379348335152e-03
5.41275167785234884832e+02 1.93665789954755962476e+00 9.89380431379348335152e-03
