ESTIMATED THICKNESSES NOBS=160
6.30188679245283083219e+02 1.98221856065612112019e+00 6.63726865176334814012e-03
6.33962264150943383356e+02 1.98187490633863627743e+00 7.14127740443896898842e-03
6.37735849056603797180e+02 1.98153125202115143466e+00 7.64528615711458983673e-03
6.41509433962264211004e+02 1.98118759770366659190e+00 8.14929490973896435146e-03
6.45283018867924511142e+02 1.98084394338618174913e+00 8.65330366236333886620e-03
6.49056603773584924966e+02 1.98050028906877750856e+00 9.15731241498771338094e-03
6.52830188679245338790e+02 1.98015663475137326799e+00 9.66132115775884467435e-03
6.56603773584905638927e+02 1.97981298043396902742e+00 1.01653299005299759677e-02
6.60377358490566052751e+02 1.97946932611656478684e+00 1.06693386433011072612e-02
6.64150943396226466575e+02 1.97912567179921095040e+00 1.11733473860722385546e-02
6.67924528301886766712e+02 1.97878201748185711395e+00 1.16773547840348067284e-02
6.71698113207547180536e+02 1.97843836316450327750e+00 1.21813621819973749022e-02
6.75471698113207594361e+02 1.97809470884714944106e+00 1.26853695799599430760e-02
6.79245283018867894498e+02 1.97775105452979560461e+00 1.31893414047411870055e-02
6.83018867924528308322e+02 1.97740740021246708125e+00 1.36933132295224309349e-02
6.86792452830188722146e+02 1.97706374589513855788e+00 1.41972850543036748644e-02
6.90566037735849022283e+02 1.97672009157781003452e+00 1.47012568790849187939e-02
6.94339622641509436107e+02 1.97637643726048151116e+00 1.52050228037156308358e-02
6.98113207547169849931e+02 1.97603278294316586639e+00 1.57087887283463428778e-02
7.01886792452830150069e+02 1.97568912862585022161e+00 1.62125546529770549198e-02
7.05660377358490563893e+02 1.97534547430853457683e+00 1.67163205776077669618e-02
7.09433962264150977717e+02 1.97500181999121893206e+00 1.72195006502059051734e-02
7.13207547169811277854e+02 1.97465816567390839431e+00 1.77226807228040433850e-02
7.16981132075471691678e+02 1.97431451135659785656e+00 1.82258607954021815967e-02
7.20754716981132105502e+02 1.97397085703928731881e+00 1.87289965057797318237e-02
7.24528301886792405639e+02 1.97362720272197678106e+00 1.92321322161572820508e-02
7.28301886792452819464e+02 1.97328354840466735354e+00 1.97352679265348322779e-02
7.32075471698113233288e+02 1.97293989408735792601e+00 2.02361111847928973329e-02
7.35849056603773533425e+02 1.97259623977004849849e+00 2.07369544430509623878e-02
7.39622641509433947249e+02 1.97225258545273907096e+00 2.12377977013090274427e-02
7.43396226415094361073e+02 1.97190893113542964343e+00 2.17386409595670924977e-02
7.47169811320754661210e+02 1.97156527681812021591e+00 2.21976411104127212270e-02
7.50943396226415075034e+02 1.97122162250081078838e+00 2.26566412612583499564e-02
7.54716981132075488858e+02 1.97087796818350136085e+00 2.31156414121039786858e-02
7.58490566037735788996e+02 1.97053431386619193333e+00 2.35746415629496074151e-02
7.62264150943396202820e+02 1.97019065954888361603e+00 2.40336417137952361445e-02
7.66037735849056616644e+02 1.96984700523157529872e+00 2.44926418646408648738e-02
7.69811320754716916781e+02 1.96950335091426698142e+00 2.49516420154864936032e-02
7.73584905660377444292e+02 1.96915969659695866412e+00 2.54106421663321223325e-02
7.77358490566037744429e+02 1.96881604227965278930e+00 2.58696423171777510619e-02
7.81132075471698044566e+02 1.96847238796234691449e+00 2.60144863774982651461e-02
7.84905660377358572077e+02 1.96812873364504103968e+00 2.61593304378187792303e-02
7.88679245283018872215e+02 1.96778507932773516487e+00 2.63041744981392933145e-02
7.92452830188679172352e+02 1.96744142501043284277e+00 2.61701997069955331898e-02
7.96226415094339699863e+02 1.96709777069313052067e+00 2.60362249158517730652e-02
8.00000000000000000000e+02 1.96675411637582819857e+00 2.59022501247080129405e-02
8.03773584905660300137e+02 1.96641046205852587647e+00 2.54135284251316116710e-02
8.07547169811320827648e+02 1.96606680774122755118e+00 2.49248067255552104016e-02
8.11320754716981127785e+02 1.96572315342392922588e+00 2.44360850259788091321e-02
8.15094339622641541609e+02 1.96537949910663090058e+00 2.39473633264024078626e-02
8.18867924528301955434e+02 1.96503584478933257529e+00 2.34586416268260065932e-02
8.22641509433962255571e+02 1.96469219047203758066e+00 2.29699199272496053237e-02
8.26415094339622669395e+02 1.96434853615474258604e+00 2.24811982276732040542e-02
8.30188679245283083219e+02 1.96400488183744759141e+00 2.19924765280968027847e-02
8.33962264150943383356e+02 1.96366122752015259678e+00 2.15037548285204015153e-02
8.37735849056603797180e+02 1.96331757320285760215e+00 2.10150331289440002458e-02
8.41509433962264211004e+02 1.96297391888556482797e+00 2.05263114293675989763e-02
8.45283018867924511142e+02 1.96263026456827205379e+00 2.00375897297911977069e-02
8.49056603773584924966e+02 1.96228661025097927961e+00 1.95488680302147964374e-02
8.52830188679245338790e+02 1.96194295593368650543e+00 1.90601463306383916985e-02
8.56603773584905638927e+02 1.96159930161639506352e+00 1.85714246310619869595e-02
8.60377358490566052751e+02 1.96125564729910362161e+00 1.80827029314855718123e-02
8.64150943396226466575e+02 1.96091199298181217969e+00 1.75939812319091566650e-02
8.67924528301886766712e+02 1.96056833866452073778e+00 1.71052595323327415178e-02
8.71698113207547180536e+02 1.96022468434722996200e+00 1.66165378327562777983e-02
8.75471698113207594361e+02 1.95988103002993918622e+00 1.61278161331798140787e-02
8.79245283018867894498e+02 1.95953737571264841044e+00 1.56390944336032150508e-02
8.83018867924528308322e+02 1.95919372139535763466e+00 1.51503727340266160228e-02
8.86792452830188722146e+02 1.95885006707806708093e+00 1.46616510344496752544e-02
8.90566037735849022283e+02 1.95850641276077652719e+00 1.41729293348727344859e-02
8.94339622641509436107e+02 1.95816275844348597346e+00 1.36842076352950356433e-02
8.98113207547169849931e+02 1.95781910412619541972e+00 1.31954859357173368006e-02
9.01886792452830150069e+02 1.95747544980890486599e+00 1.27067642361396379580e-02
9.05660377358490563893e+02 1.95713179549161431225e+00 1.22180425365599580612e-02
9.09433962264150977717e+02 1.95678814117432375852e+00 1.17293208369802781643e-02
9.13207547169811277854e+02 1.95644448685703320479e+00 1.12405991374035247460e-02
9.16981132075471691678e+02 1.95610083253974265105e+00 1.07518774378267713276e-02
9.20754716981132105502e+02 1.95575717822245209732e+00 1.02631557382535983786e-02
9.24528301886792405639e+02 1.95541352390516154358e+00 9.77443403868042542948e-03
9.28301886792452819464e+02 1.95506986958787098985e+00 9.28571233911044957576e-03
9.32075471698113233288e+02 1.95472621527058043611e+00 8.79699063954047372205e-03
9.35849056603773647112e+02 1.95438256095328988238e+00 8.30826893997049786833e-03
9.39622641509433947249e+02 1.95403890663599932864e+00 7.81954724040137896801e-03
9.43396226415094361073e+02 1.95369525231870877491e+00 7.33082554083226093505e-03
9.47169811320754774897e+02 1.95335159800141822117e+00 6.84210384126314897363e-03
9.50943396226415075034e+02 1.95300794368412766744e+00 6.35338214169403701220e-03
9.54716981132075488858e+02 1.95266428936683711370e+00 5.86466044212511066619e-03
9.58490566037735902682e+02 1.95232063504954655997e+00 5.37593874255618432018e-03
9.62264150943396202820e+02 1.95197698073225600623e+00 4.88721704298726751514e-03
9.66037735849056616644e+02 1.95163332641496545250e+00 4.39849534341835071011e-03
9.69811320754717030468e+02 1.95128967209767489877e+00 3.90977364384943390507e-03
9.73584905660377330605e+02 1.95094601778038434503e+00 3.42105194429125286995e-03
9.77358490566037744429e+02 1.95060236346309379130e+00 2.93233024473307140115e-03
9.81132075471698158253e+02 1.95025870914580323756e+00 2.44360854520166365447e-03
9.84905660377358458391e+02 1.94991505482851268383e+00 1.95488684567025590780e-03
9.88679245283018872215e+02 1.94957140051122213009e+00 1.46616514615690207886e-03
9.92452830188679286039e+02 1.94922774619393157636e+00 9.77443446643548249919e-04
9.96226415094339586176e+02 1.94888409187664124467e+00 4.88721747131172046079e-04
1.00000000000000000000e+03 1.94854043755935091298e+00 4.76187957821606244770e-11


TRANSMITTANCE WITH THE ESTIMATED THICKNESSES AND OPTICAL PARAMETERS

lambda                     t
4.00000000000000000000e+02 8.16767712899002740201e-01
4.03773584905660356981e+02 8.10355090611949990809e-01
4.07547169811320770805e+02 8.04415470397251808343e-01
4.11320754716981127785e+02 7.98971130409696916885e-01
4.15094339622641484766e+02 7.94035976053671044284e-01
4.18867924528301898590e+02 7.89616886862055222807e-01
4.22641509433962255571e+02 7.85714910732378091218e-01
4.26415094339622669395e+02 7.82326305922516063163e-01
4.30188679245283026376e+02 7.79443438017809464569e-01
4.33962264150943383356e+02 7.77055543166577433745e-01
4.37735849056603797180e+02 7.75149370985388497246e-01
4.41509433962264154161e+02 7.73709721257991200893e-01
4.45283018867924511142e+02 7.72719888355204331809e-01
4.49056603773584924966e+02 7.72162026532333456430e-01
4.52830188679245281946e+02 7.72017448164610042838e-01
4.56603773584905638927e+02 7.72266865732871621297e-01
4.60377358490566052751e+02 7.72890587087272207256e-01
4.64150943396226409732e+02 7.73868672269971025202e-01
4.67924528301886766712e+02 7.75181059012292505983e-01
4.71698113207547180536e+02 7.76807662960573575006e-01
4.75471698113207537517e+02 7.78728457736736268124e-01
4.79245283018867894498e+02 7.80923539104271924316e-01
4.83018867924528308322e+02 7.83373176782314661892e-01
4.86792452830188665303e+02 7.86057856821141820447e-01
4.90566037735849022283e+02 7.88958316911844370622e-01
4.94339622641509436107e+02 7.92055576540848682576e-01
4.98113207547169793088e+02 7.95330963506639454508e-01
5.01886792452830206912e+02 7.98766137982290791442e-01
5.05660377358490563893e+02 8.02343115025230257942e-01
5.09433962264150977717e+02 8.06044286197821979734e-01
5.13207547169811277854e+02 8.09852440762807934682e-01
5.16981132075471691678e+02 8.13750786750912724621e-01
5.20754716981132105502e+02 8.17722972060040631526e-01
5.24528301886792405639e+02 8.21753105632089697608e-01
5.28301886792452819464e+02 8.25825778662107268246e-01
5.32075471698113233288e+02 8.29926085721576889398e-01
5.35849056603773533425e+02 8.34039645622546732540e-01
5.39622641509433947249e+02 8.38152621808051612184e-01
5.43396226415094361073e+02 8.42251742027288141657e-01
5.47169811320754661210e+02 8.46324317037265738684e-01
5.50943396226415075034e+02 8.50358258068469097246e-01
5.54716981132075488858e+02 8.54342092794760699093e-01
5.58490566037735788996e+02 8.58264979560289353877e-01
5.62264150943396202820e+02 8.62116719633174266590e-01
5.66037735849056616644e+02 8.65887767281618980775e-01
5.69811320754716916781e+02 8.69569237495293689832e-01
5.73584905660377330605e+02 8.73152911208190607439e-01
5.77358490566037744429e+02 8.76631237912158689518e-01
5.81132075471698044566e+02 8.79692280317854957694e-01
5.84905660377358458391e+02 8.81137772987059419982e-01
5.88679245283018872215e+02 8.82466478534472908990e-01
5.92452830188679286039e+02 8.83675466560966516028e-01
5.96226415094339586176e+02 8.84762428485825647151e-01
6.00000000000000000000e+02 8.85725649491780120393e-01
6.03773584905660413824e+02 8.86563979277487090869e-01
6.07547169811320827648e+02 8.87276801824586902612e-01
6.11320754716981127785e+02 8.87864004391719974230e-01
6.15094339622641541609e+02 8.88325945951588868965e-01
6.18867924528301955434e+02 8.88663425284702324092e-01
6.22641509433962255571e+02 8.88877648939930375960e-01
6.26415094339622669395e+02 8.88970199263625304731e-01
6.30188679245283083219e+02 8.88943002688857286664e-01
6.33962264150943383356e+02 8.88798298467301850501e-01
6.37735849056603797180e+02 8.88538608005423169445e-01
6.41509433962264211004e+02 8.88166704962110253874e-01
6.45283018867924511142e+02 8.87685586236970580742e-01
6.49056603773584924966e+02 8.87098443971792605112e-01
6.52830188679245338790e+02 8.86408638696251083289e-01
6.56603773584905638927e+02 8.85619673544874252968e-01
6.60377358490566052751e+02 8.84735169931921694442e-01
6.64150943396226466575e+02 8.83758844417345756916e-01
6.67924528301886766712e+02 8.82694491124729307963e-01
6.71698113207547180536e+02 8.81545948808267865182e-01
6.75471698113207594361e+02 8.80317094522597209938e-01
6.79245283018867894498e+02 8.79011928793457020248e-01
6.83018867924528308322e+02 8.77634236301938264191e-01
6.86792452830188722146e+02 8.76187896229695617478e-01
6.90566037735849022283e+02 8.74676759631453526467e-01
6.94339622641509436107e+02 8.73105231948027027400e-01
6.98113207547169849931e+02 8.71476465388234089460e-01
7.01886792452830150069e+02 8.69794158040756881789e-01
7.05660377358490563893e+02 8.68061938117356213240e-01
7.09433962264150977717e+02 8.66284978818065320993e-01
7.13207547169811277854e+02 8.64465089700133249018e-01
7.16981132075471691678e+02 8.62605647984114765059e-01
7.20754716981132105502e+02 8.60710055464133039216e-01
7.24528301886792405639e+02 8.58781375193424234560e-01
7.28301886792452819464e+02 8.56822690386762730874e-01
7.32075471698113233288e+02 8.54842929405140283805e-01
7.35849056603773533425e+02 8.52838887673016743385e-01
7.39622641509433947249e+02 8.50813334353362704654e-01
7.43396226415094361073e+02 8.48768931494296885454e-01
7.47169811320754661210e+02 8.46812169043419715742e-01
7.50943396226415075034e+02 8.44839308842049385717e-01
7.54716981132075488858e+02 8.42852733436946666146e-01
7.58490566037735788996e+02 8.40854721991469489240e-01
7.62264150943396202820e+02 8.38847451446715686174e-01
7.66037735849056616644e+02 8.36832997974227610349e-01
7.69811320754716916781e+02 8.34813338683463190826e-01
7.73584905660377444292e+02 8.32790353549788697762e-01
7.77358490566037744429e+02 8.30765827531219858137e-01
7.81132075471698044566e+02 8.29450296972540024321e-01
7.84905660377358572077e+02 8.28122223778285149187e-01
7.88679245283018872215e+02 8.26783433863784056328e-01
7.92452830188679172352e+02 8.26047189399025882928e-01
7.96226415094339699863e+02 8.25292333807574496340e-01
8.00000000000000000000e+02 8.24520682219326173090e-01
8.03773584905660300137e+02 8.24492064226145626726e-01
8.07547169811320827648e+02 8.24437332237650810640e-01
8.11320754716981127785e+02 8.24358323297278761110e-01
8.15094339622641541609e+02 8.24256814030015494410e-01
8.18867924528301955434e+02 8.24134520833387007599e-01
8.22641509433962255571e+02 8.23993100232522368565e-01
8.26415094339622669395e+02 8.23834149383154024093e-01
8.30188679245283083219e+02 8.23659206707287872007e-01
8.33962264150943383356e+02 8.23469752647141950419e-01
8.37735849056603797180e+02 8.23267210523816683754e-01
8.41509433962264211004e+02 8.23052947487999841947e-01
8.45283018867924511142e+02 8.22828275550866017340e-01
8.49056603773584924966e+02 8.22594452684116239638e-01
8.52830188679245338790e+02 8.22352683978919474228e-01
8.56603773584905638927e+02 8.22104122854262819864e-01
8.60377358490566052751e+02 8.21849872305954631813e-01
8.64150943396226466575e+02 8.21590986188236560572e-01
8.67924528301886766712e+02 8.21328470520597320181e-01
8.71698113207547180536e+02 8.21063284813077221003e-01
8.75471698113207594361e+02 8.20796343403874750777e-01
8.79245283018867894498e+02 8.20528516803715746164e-01
8.83018867924528308322e+02 8.20260633041918540975e-01
8.86792452830188722146e+02 8.19993479009629044896e-01
8.90566037735849022283e+02 8.19727801796153676683e-01
8.94339622641509436107e+02 8.19464310014767716162e-01
8.98113207547169849931e+02 8.19203675114761775689e-01
9.01886792452830150069e+02 8.18946532676917970939e-01
9.05660377358490563893e+02 8.18693483689898693356e-01
9.09433962264150977717e+02 8.18445095805394706723e-01
9.13207547169811277854e+02 8.18201904570180604814e-01
9.16981132075471691678e+02 8.17964414633495451312e-01
9.20754716981132105502e+02 8.17733100928368927818e-01
9.24528301886792405639e+02 8.17508409825866921850e-01
9.28301886792452819464e+02 8.17290760261273452336e-01
9.32075471698113233288e+02 8.17080544831603527989e-01
9.35849056603773647112e+02 8.16878130863829432506e-01
9.39622641509433947249e+02 8.16683861453519011064e-01
9.43396226415094361073e+02 8.16498056473625721807e-01
9.47169811320754774897e+02 8.16321013553326757517e-01
9.50943396226415075034e+02 8.16153009026934994630e-01
9.54716981132075488858e+02 8.15994298852991239990e-01
9.58490566037735902682e+02 8.15845119503739946154e-01
9.62264150943396202820e+02 8.15705688825257957397e-01
9.66037735849056616644e+02 8.15576206868623421187e-01
9.69811320754717030468e+02 8.15456856692485798632e-01
9.73584905660377330605e+02 8.15347805137531134179e-01
9.77358490566037744429e+02 8.15249203573400804679e-01
9.81132075471698158253e+02 8.15161188618421017615e-01
9.84905660377358458391e+02 8.15083882833092632225e-01
9.88679245283018872215e+02 8.15017395387407583840e-01
9.92452830188679286039e+02 8.14961822703206606455e-01
9.96226415094339586176e+02 8.14917249071716920383e-01
1.00000000000000000000e+03 8.14883747247261869262e-01


QUADRATIC ERROR = 4.561756e-03
