ESTIMATED THICKNESSES

Thickness of film 1 = 160.00 nm

ESTIMATED INFLEXION POINTS

Inflexion point of the absorption coefficient of film 1 = 280.00 nm

ESTIMATED REFRACTIVE INDICES AND ABSORPTION COEFFICIENTS

Film 1

lambda                     n                          kappa
2.85000000000000000000e+02 3.68037879126456868306e+00 1.46443439665245089820e+00
2.89972826086956501968e+02 3.54211428805320460711e+00 1.00365827131739893119e+00
2.94945652173913060778e+02 3.40384978484184053116e+00 5.42882145982346964175e-01
2.99918478260869562746e+02 3.26558528163047645521e+00 4.45007875407435582460e-01
3.04891304347826064713e+02 3.12732082227640262317e+00 3.47133604832524145234e-01
3.09864130434782623524e+02 2.98905636292232879114e+00 2.49259334257612708008e-01
3.14836956521739125492e+02 2.85079190356825495911e+00 1.91223848076083446923e-01
3.19809782608695627459e+02 2.71252744421418112708e+00 1.33188361894554185838e-01
3.24782608695652186270e+02 2.57426298486010729505e+00 7.51528757130249108753e-02
3.29755434782608688238e+02 2.55251917276736772777e+00 5.20957532597679240371e-02
3.34728260869565247049e+02 2.53077536067462816050e+00 2.90386308065109406684e-02
3.39701086956521749016e+02 2.50903154858188859322e+00 5.98150835325395469760e-03
3.44673913043478250984e+02 2.48728773648914902594e+00 5.98150835325395469760e-03
3.49646739130434752951e+02 2.46554392439640945867e+00 5.98150835325395469760e-03
3.54619565217391311762e+02 2.44380011230366989139e+00 5.98150835325395469760e-03
3.59592391304347813730e+02 2.42205630021093032411e+00 5.98150835325395469760e-03
3.64565217391304372541e+02 2.40031248811819075684e+00 5.98150835325395469760e-03
3.69538043478260874508e+02 2.37856867602545118956e+00 5.98150835325395469760e-03
3.74510869565217376476e+02 2.35682486393271162228e+00 5.98150835325395469760e-03
3.79483695652173878443e+02 2.33508105183997205501e+00 5.98150835325395469760e-03
3.84456521739130437254e+02 2.31333723974723248773e+00 5.98150835325395469760e-03
3.89429347826086939222e+02 2.29159342765449292045e+00 5.98150835325395469760e-03
3.94402173913043498032e+02 2.26984961556175335318e+00 5.98150835325395469760e-03
3.99375000000000000000e+02 2.24810580346901378590e+00 5.98150835325395469760e-03
4.04347826086956501968e+02 2.22636199137627421862e+00 5.98150835325395469760e-03
4.09320652173913003935e+02 2.20461817928353465135e+00 5.98150835325395469760e-03
4.14293478260869562746e+02 2.18287436719079508407e+00 5.98150835325395469760e-03
4.19266304347826121557e+02 2.16113055509805551679e+00 5.98150835325395469760e-03
4.24239130434782623524e+02 2.13938674300531594952e+00 5.98150835325395469760e-03
4.29211956521739125492e+02 2.11764293091257638224e+00 5.98150835325395469760e-03
4.34184782608695627459e+02 2.09589911881983681496e+00 5.98150835325395469760e-03
4.39157608695652129427e+02 2.07415530672709724769e+00 5.98150835325395469760e-03
4.44130434782608688238e+02 2.05241149463435768041e+00 5.98150835325395469760e-03
4.49103260869565247049e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
4.54076086956521749016e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
4.59048913043478250984e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
4.64021739130434752951e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
4.68994565217391254919e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
4.73967391304347813730e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
4.78940217391304372541e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
4.83913043478260874508e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
4.88885869565217376476e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
4.93858695652173878443e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
4.98831521739130437254e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
5.03804347826086939222e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
5.08777173913043498032e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
5.13750000000000000000e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
5.18722826086956501968e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
5.23695652173913003935e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
5.28668478260869505903e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
5.33641304347826007870e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
5.38614130434782623524e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
5.43586956521739125492e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
5.48559782608695627459e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
5.53532608695652243114e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
5.58505434782608745081e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
5.63478260869565247049e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
5.68451086956521749016e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
5.73423913043478250984e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
5.78396739130434752951e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
5.83369565217391254919e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
5.88342391304347756886e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
5.93315217391304258854e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
5.98288043478260874508e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
6.03260869565217376476e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
6.08233695652173878443e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
6.13206521739130494097e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
6.18179347826086996065e+02 2.03066768254161811313e+00 5.98150835325395469760e-03
