ESTIMATED THICKNESSES

Thickness of film 1 = 160.00 nm

ESTIMATED INFLEXION POINTS

Inflexion point of the absorption coefficient of film 1 = 850.00 nm

ESTIMATED REFRACTIVE INDICES AND ABSORPTION COEFFICIENTS

Film 1

lambda                     n                          kappa
4.00000000000000000000e+02 2.11388906915113050644e+00 -1.59457768562859883432e-02
4.03092783505154613977e+02 2.11210234624010784188e+00 -1.53631260871785416816e-02
4.06185567010309284797e+02 2.11031562332908517732e+00 -1.47804753180710967547e-02
4.09278350515463898773e+02 2.10852890041806251276e+00 -1.41978245489636518278e-02
4.12371134020618569593e+02 2.10674217750703984819e+00 -1.36151737798562069010e-02
4.15463917525773183570e+02 2.10495545459601718363e+00 -1.30325230107487619741e-02
4.18556701030927854390e+02 2.10316873168499451907e+00 -1.24498722416413170472e-02
4.21649484536082468367e+02 2.10138200877397185451e+00 -1.18672214725338721203e-02
4.24742268041237139187e+02 2.09959528586294918995e+00 -1.12845707034264271934e-02
4.27835051546391753163e+02 2.09780856295192652539e+00 -1.07019199343189822665e-02
4.30927835051546367140e+02 2.09602184004090386082e+00 -1.01192691652115373396e-02
4.34020618556701037960e+02 2.09423511712988119626e+00 -9.53661839610409241275e-03
4.37113402061855651937e+02 2.09244839421885853170e+00 -8.95396762699664748586e-03
4.40206185567010322757e+02 2.09066167130783586714e+00 -8.37131685788920255897e-03
4.43298969072164936733e+02 2.08887494839681320258e+00 -7.78866608878175763209e-03
4.46391752577319607553e+02 2.08708822548579053802e+00 -7.20601531967431270520e-03
4.49484536082474221530e+02 2.08530150257476787345e+00 -6.62336455056686777831e-03
4.52577319587628892350e+02 2.08351477966374520889e+00 -6.04071378145942285143e-03
4.55670103092783506327e+02 2.08172805675272254433e+00 -5.45806301235197792454e-03
4.58762886597938177147e+02 2.07994133384169987977e+00 -4.87541224324453299765e-03
4.61855670103092791123e+02 2.07815461093067721521e+00 -4.34392525845327115430e-03
4.64948453608247405100e+02 2.07636788801965455065e+00 -3.81243827366200931095e-03
4.68041237113402075920e+02 2.07458116510863188608e+00 -3.28095128887074790128e-03
4.71134020618556689897e+02 2.07279444219760922152e+00 -2.87816600852643014047e-03
4.74226804123711360717e+02 2.07100771928658655696e+00 -2.47538072818211237966e-03
4.77319587628865974693e+02 2.06922099637556389240e+00 -2.07793031795067487111e-03
4.80412371134020645513e+02 2.06743427346454122784e+00 -1.70511235710160040727e-03
4.83505154639175259490e+02 2.06564755055351856328e+00 -1.33229439625252572658e-03
4.86597938144329873467e+02 2.06386082764249589871e+00 -9.59476435403451154323e-04
4.89690721649484544287e+02 2.06207410473147323415e+00 -6.74156732997716100567e-04
4.92783505154639158263e+02 2.06028738182045056959e+00 -3.88837030591981046811e-04
4.95876288659793829083e+02 2.05850065890942790503e+00 -1.03517328186245993055e-04
4.98969072164948443060e+02 2.05671393599840524047e+00 1.14724437331852990689e-04
5.02061855670103113880e+02 2.05492721308738257591e+00 3.32966202849951974432e-04
5.05154639175257727857e+02 2.05314049017635991135e+00 5.51207968368050958176e-04
5.08247422680412341833e+02 2.05135376726533724678e+00 7.69449733886149941919e-04
5.11340206185567012653e+02 2.04956704435431458222e+00 9.87691499404211303847e-04
5.14432989690721683473e+02 2.04778032144329191766e+00 1.20593326492227266578e-03
5.17525773195876354293e+02 2.04599359853226925310e+00 1.42417503044033402770e-03
